root.hjtest.hjstandard,hjtest,application_1527220447442_692077,DPI_SER_1_834,2018-06-05 05:38:27,1970-01-01 08:00:00,1486,516828,1063955309,1043997,RUNNING
root.hjdq,hjdq,application_1527220447442_707362,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_db48671a-686c-11e8-a654-18c58a10ad18_33_20180603_0,2018-06-05 11:03:14,1970-01-01 08:00:00,1472,369082,758016615,1122940,RUNNING
root.dpiq,dpiq,application_1527220447442_704286,TS-IndexLoader-2018060505@dpiq_db.dpi_551,2018-06-05 09:56:54,1970-01-01 08:00:00,1468,219179,550149053,596695,RUNNING
root.dpiq,dpiq,application_1527220447442_717190,TS-IndexLoader-20180605006@dpiq_db.dpi_aggregation_991,2018-06-05 15:14:14,1970-01-01 08:00:00,1466,43840,136749815,186163,RUNNING
root.dpiq,dpiq,application_1527220447442_708462,Compact-2018060510@dpiq_db.dpi_27,2018-06-05 12:43:58,1970-01-01 08:00:00,1466,410207,843251498,491475,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_682774,DPI_SER_2_813,2018-06-05 01:18:04,1970-01-01 08:00:00,1462,553531,1139149475,1015066,RUNNING
root.hjpt,hjpt,application_1527220447442_708056,clean:sichuan_itf_4gdpi_mbl_20180605_10 DPI,2018-06-05 12:45:17,1970-01-01 08:00:00,1462,88705,274668170,412789,RUNNING
root.hjpt,hjpt,application_1527220447442_695457,roam:itf_4gdpi_mbl_chongqing_20180605_01-roam,2018-06-05 07:00:08,1970-01-01 08:00:00,1461,81093,167626904,388499,RUNNING
root.dpiq,dpiq,application_1527220447442_705549,TS-IndexLoader-20180605003@dpiq_db.dpi_aggregation_898,2018-06-05 10:28:07,1970-01-01 08:00:00,1461,49544,154481579,226258,RUNNING
root.hxxt_yx,hxxt_yx,application_1527220447442_705213,create table yuanyuqi3 as selec...'20180430'(Stage-1),2018-06-05 10:21:30,1970-01-01 08:00:00,1460,629947,1299395762,622759,RUNNING
root.dpiq,dpiq,application_1527220447442_693536,Compact-2018060505@dpiq_db.dpi_871,2018-06-05 06:54:22,1970-01-01 08:00:00,1450,648693,1462145257,1635502,RUNNING
root.hjpt,hjpt,application_1527220447442_700715,roam:itf_4gdpi_mbl_guangdong_20180605_01-combine,2018-06-05 08:59:20,1970-01-01 08:00:00,1448,108248,223262383,446114,RUNNING
root.hjpt,hjpt,application_1527220447442_676866,roam:itf_4gdpi_mbl_sichuan_20180604_14-roam,2018-06-04 23:58:23,1970-01-01 08:00:00,1447,201088,413307371,384967,RUNNING
root.hjpt,hjpt,application_1527220447442_696459,roam:itf_4gdpi_mbl_guangdong_20180605_01-roam,2018-06-05 07:29:14,1970-01-01 08:00:00,1447,210528,432740464,444650,RUNNING
root.hjpt,hjpt,application_1527220447442_689795,roam:itf_4gdpi_mbl_sichuan_20180604_20-roam,2018-06-05 04:56:00,1970-01-01 08:00:00,1443,260527,535240919,285868,RUNNING
root.hjdq,hjdq,application_1527220447442_708385,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_db52ab32-686f-11e8-9193-18c58a10ad18_34_20180603_0,2018-06-05 11:24:42,1970-01-01 08:00:00,1426,293293,602850694,1036403,RUNNING
root.dpiq,dpiq,application_1527220447442_690602,TS-IndexLoader-2018060423@dpiq_db.dpi_531,2018-06-05 05:02:33,1970-01-01 08:00:00,1425,126501,334017355,493616,RUNNING
root.dpiq,dpiq,application_1527220447442_711319,TS-IndexLoader-2018060509@dpiq_db.dpi_791,2018-06-05 12:41:19,1970-01-01 08:00:00,1415,124665,271301088,350465,RUNNING
root.dpiq,dpiq,application_1527220447442_722347,TS-IndexLoader-20180605001@dpiq_db.dpi_aggregation_25,2018-06-05 17:22:16,1970-01-01 08:00:00,1410,56739,166010257,314824,RUNNING
root.dpiq,dpiq,application_1527220447442_718052,TS-IndexLoader-2018060514@dpiq_db.dpi_451,2018-06-05 15:41:43,1970-01-01 08:00:00,1409,17070,51806252,339761,RUNNING
root.hjpt,hjpt,application_1527220447442_692265,roam:itf_4gdpi_mbl_sichuan_20180604_19-combine,2018-06-05 06:10:27,1970-01-01 08:00:00,1409,88678,183179160,365554,RUNNING
root.hjpt,hjpt,application_1527220447442_687289,roam:itf_4gdpi_mbl_sichuan_20180604_19-roam,2018-06-05 03:48:38,1970-01-01 08:00:00,1408,135221,278487581,422414,RUNNING
root.hjpt,hjpt,application_1527220447442_684884,clean:sichuan_itf_4gdpi_mbl_20180604_19 Warn DPI,2018-06-05 02:40:15,1970-01-01 08:00:00,1408,164648,507857116,290083,RUNNING
root.dpiq,dpiq,application_1527220447442_689492,stat-20180604001@dpiq_db.dpi_24,2018-06-05 05:16:49,1970-01-01 08:00:00,1407,71933,148970858,238557,RUNNING
root.hjpt,hjpt,application_1527220447442_717295,clean:sichuan_itf_4gdpi_mbl_20180605_14 DPI,2018-06-05 16:55:27,1970-01-01 08:00:00,1392,215034,662497941,422604,RUNNING
root.hjpt,hjpt,application_1527220447442_715635,clean:sichuan_itf_4gdpi_mbl_20180605_09 Warn DPI,2018-06-05 14:57:12,1970-01-01 08:00:00,1386,46632,145296959,307477,RUNNING
root.hjdq,hjdq,application_1527220447442_684095,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_428aba16-681f-11e8-9d27-18c58a10ad18_33_20180603_0,2018-06-05 01:49:22,1970-01-01 08:00:00,1384,212426,436659827,939549,RUNNING
root.hjpt,hjpt,application_1527220447442_689791,roam:itf_4gdpi_mbl_sichuan_20180525_23-combine,2018-06-05 05:13:38,1970-01-01 08:00:00,1384,89767,185288059,429497,RUNNING
root.dpiq,dpiq,application_1527220447442_689473,stat-20180604001@dpiq_db.dpi_23,2018-06-05 06:12:44,1970-01-01 08:00:00,1383,517438,1062414189,528382,RUNNING
root.hjpt,hjpt,application_1527220447442_684852,clean:guangdong_itf_4gdpi_mbl_20180605_01 DPI,2018-06-05 03:33:56,1970-01-01 08:00:00,1383,86536,267982166,403139,RUNNING
root.dpiq,dpiq,application_1527220447442_707526,TS-IndexLoader-20180605004@dpiq_db.dpi_aggregation_22,2018-06-05 11:06:33,1970-01-01 08:00:00,1382,102943,318377397,323757,RUNNING
root.dpiq,dpiq,application_1527220447442_703179,TS-IndexLoader-2018060508@dpiq_db.dpi_971,2018-06-05 09:35:54,1970-01-01 08:00:00,1377,45618,141094022,354338,RUNNING
root.hjpt,hjpt,application_1527220447442_705105,clean:sichuan_itf_4gdpi_mbl_20180605_09 DPI,2018-06-05 11:38:49,1970-01-01 08:00:00,1374,184277,568054962,490096,RUNNING
root.hjpt,hjpt,application_1527220447442_719471,roam:itf_4gdpi_mbl_sichuan_20180605_09-roam,2018-06-05 16:40:22,1970-01-01 08:00:00,1374,52749,109490808,425714,RUNNING
root.hjpt,hjpt,application_1527220447442_682129,roam:itf_4gdpi_mbl_guangdong_20180525_22-roam,2018-06-05 01:22:00,1970-01-01 08:00:00,1371,11722,25409189,178141,RUNNING
root.dpiq,dpiq,application_1527220447442_716839,TS-IndexLoader-2018060510@dpiq_db.dpi_931,2018-06-05 15:05:31,1970-01-01 08:00:00,1371,327133,684534172,709610,RUNNING
